VeiligheidsregioCode;VeiligheidsregioNaam;publicatiedatumRIVM;aantal_nieuw_besmette_verpleeghuis_locaties;aantal_nieuw_besmettingsvrije_verpleeghuis_locaties;aantal_besmette_verpleeghuis_locaties
VR03;Drenthe;2020-07-30;0;0;0
VR03;Drenthe;2020-07-31;0;0;0
VR03;Drenthe;2020-08-01;0;0;0
VR03;Drenthe;2020-08-02;0;0;0
VR03;Drenthe;2020-08-03;0;0;0
VR03;Drenthe;2020-08-04;0;0;0
VR03;Drenthe;2020-08-05;0;0;0
VR03;Drenthe;2020-08-06;0;0;0
VR03;Drenthe;2020-08-07;0;0;0
VR03;Drenthe;2020-08-08;0;0;0
VR03;Drenthe;2020-08-09;0;0;0
VR03;Drenthe;2020-08-10;0;0;0
VR03;Drenthe;2020-08-11;0;0;0
VR03;Drenthe;2020-08-12;0;0;0
VR03;Drenthe;2020-08-13;0;0;0
VR03;Drenthe;2020-08-14;0;0;0
VR03;Drenthe;2020-08-15;0;0;0
VR03;Drenthe;2020-08-16;0;0;0
VR03;Drenthe;2020-08-17;0;0;0
VR03;Drenthe;2020-08-18;0;0;0
VR03;Drenthe;2020-08-19;0;0;0
VR03;Drenthe;2020-08-20;0;0;0
VR03;Drenthe;2020-08-21;0;0;0
VR03;Drenthe;2020-08-22;0;0;0
VR03;Drenthe;2020-08-23;0;0;0
VR03;Drenthe;2020-08-24;0;0;0
VR03;Drenthe;2020-08-25;0;0;0
VR03;Drenthe;2020-08-26;0;0;0
VR03;Drenthe;2020-08-27;0;0;0
VR03;Drenthe;2020-08-28;0;0;0
VR03;Drenthe;2020-08-29;0;0;0
VR03;Drenthe;2020-08-30;0;0;0
VR03;Drenthe;2020-08-31;0;0;0
VR03;Drenthe;2020-09-01;0;0;0
VR03;Drenthe;2020-09-02;0;0;0
VR03;Drenthe;2020-09-03;0;0;0
VR03;Drenthe;2020-09-04;0;0;0
VR03;Drenthe;2020-09-05;0;0;0
VR03;Drenthe;2020-09-06;0;0;0
VR03;Drenthe;2020-09-07;0;0;0
VR03;Drenthe;2020-09-08;0;0;0
VR03;Drenthe;2020-09-09;0;0;0
VR03;Drenthe;2020-09-10;0;0;0
VR03;Drenthe;2020-09-11;0;0;0
VR03;Drenthe;2020-09-12;0;0;0
VR03;Drenthe;2020-09-13;0;0;0
VR03;Drenthe;2020-09-14;0;0;0
VR03;Drenthe;2020-09-15;0;0;0
VR03;Drenthe;2020-09-16;0;0;0
VR03;Drenthe;2020-09-17;0;0;0
VR03;Drenthe;2020-09-18;0;0;0
VR03;Drenthe;2020-09-19;0;0;0
VR03;Drenthe;2020-09-20;0;0;0
VR03;Drenthe;2020-09-21;0;0;0
VR03;Drenthe;2020-09-22;0;0;0
VR03;Drenthe;2020-09-23;1;0;1
VR03;Drenthe;2020-09-24;0;0;1
VR03;Drenthe;2020-09-25;1;0;2
VR03;Drenthe;2020-09-26;0;0;2
VR03;Drenthe;2020-09-27;0;0;2
VR03;Drenthe;2020-09-28;1;0;3
VR03;Drenthe;2020-09-29;0;0;3
VR03;Drenthe;2020-09-30;0;0;3
VR03;Drenthe;2020-10-01;0;0;3
VR03;Drenthe;2020-10-02;0;0;3
VR03;Drenthe;2020-10-03;0;0;3
VR03;Drenthe;2020-10-04;0;0;3
VR03;Drenthe;2020-10-05;0;0;3
VR03;Drenthe;2020-10-06;0;0;3
VR03;Drenthe;2020-10-07;0;0;3
VR03;Drenthe;2020-10-08;1;0;4
VR03;Drenthe;2020-10-09;1;0;5
VR03;Drenthe;2020-10-10;1;0;6
VR03;Drenthe;2020-10-11;1;0;7
VR03;Drenthe;2020-10-12;1;0;8
VR03;Drenthe;2020-10-13;0;0;8
VR03;Drenthe;2020-10-14;1;0;9
VR04;IJsselland;2020-02-28;0;0;0
VR04;IJsselland;2020-02-29;0;0;0
VR04;IJsselland;2020-03-01;0;0;0
VR04;IJsselland;2020-03-02;0;0;0
VR04;IJsselland;2020-03-03;0;0;0
VR04;IJsselland;2020-03-04;0;0;0
VR04;IJsselland;2020-03-05;0;0;0
VR04;IJsselland;2020-03-06;0;0;0
VR04;IJsselland;2020-03-07;0;0;0
VR04;IJsselland;2020-03-08;0;0;0
VR04;IJsselland;2020-03-09;0;0;0
VR04;IJsselland;2020-03-10;0;0;0
VR04;IJsselland;2020-03-11;0;0;0
VR04;IJsselland;2020-03-12;0;0;0
VR04;IJsselland;2020-03-13;0;0;0
VR04;IJsselland;2020-03-14;0;0;0
VR04;IJsselland;2020-03-15;0;0;0
VR04;IJsselland;2020-03-16;1;0;1
VR04;IJsselland;2020-03-17;1;0;2
VR04;IJsselland;2020-03-18;0;0;2
VR04;IJsselland;2020-03-19;0;0;2
VR04;IJsselland;2020-03-20;2;0;4
VR04;IJsselland;2020-03-21;6;0;10
VR04;IJsselland;2020-03-22;1;0;11
VR04;IJsselland;2020-03-23;2;0;13
VR04;IJsselland;2020-03-24;2;0;15
VR04;IJsselland;2020-03-25;2;0;17
VR04;IJsselland;2020-03-26;1;0;18
VR04;IJsselland;2020-03-27;1;0;19
VR04;IJsselland;2020-03-28;2;0;21
VR04;IJsselland;2020-03-29;1;0;22
VR04;IJsselland;2020-03-30;3;0;25
VR04;IJsselland;2020-03-31;0;0;25
VR04;IJsselland;2020-04-01;1;0;26
VR04;IJsselland;2020-04-02;3;0;29
VR04;IJsselland;2020-04-03;1;0;30
VR04;IJsselland;2020-04-04;2;0;32
VR04;IJsselland;2020-04-05;0;0;32
VR04;IJsselland;2020-04-06;1;0;33
VR04;IJsselland;2020-04-07;2;0;35
VR04;IJsselland;2020-04-08;2;0;37
VR04;IJsselland;2020-04-09;1;0;38
VR04;IJsselland;2020-04-10;1;0;39
VR04;IJsselland;2020-04-11;1;1;39
VR04;IJsselland;2020-04-12;1;0;40
VR04;IJsselland;2020-04-13;0;0;40
VR04;IJsselland;2020-04-14;2;1;41
VR04;IJsselland;2020-04-15;0;1;40
VR04;IJsselland;2020-04-16;0;0;40
VR04;IJsselland;2020-04-17;1;0;41
VR04;IJsselland;2020-04-18;0;1;40
VR04;IJsselland;2020-04-19;0;0;40
VR04;IJsselland;2020-04-20;0;0;40
VR04;IJsselland;2020-04-21;1;1;40
VR04;IJsselland;2020-04-22;0;0;40
VR04;IJsselland;2020-04-23;0;1;39
VR04;IJsselland;2020-04-24;0;0;39
VR04;IJsselland;2020-04-25;1;1;39
VR04;IJsselland;2020-04-26;0;0;39
VR04;IJsselland;2020-04-27;0;2;37
VR04;IJsselland;2020-04-28;0;0;37
VR04;IJsselland;2020-04-29;0;1;36
VR04;IJsselland;2020-04-30;0;2;34
VR04;IJsselland;2020-05-01;0;2;32
VR04;IJsselland;2020-05-02;0;0;32
VR04;IJsselland;2020-05-03;0;1;31
VR04;IJsselland;2020-05-04;1;2;30
VR04;IJsselland;2020-05-05;0;2;28
VR04;IJsselland;2020-05-06;0;2;26
VR04;IJsselland;2020-05-07;0;2;24
VR04;IJsselland;2020-05-08;0;0;24
VR04;IJsselland;2020-05-09;0;2;22
VR04;IJsselland;2020-05-10;0;0;22
VR04;IJsselland;2020-05-11;0;1;21
VR04;IJsselland;2020-05-12;0;2;19
VR04;IJsselland;2020-05-13;0;2;17
VR04;IJsselland;2020-05-14;0;0;17
VR04;IJsselland;2020-05-15;0;1;16
VR04;IJsselland;2020-05-16;0;1;15
VR04;IJsselland;2020-05-17;0;1;14
VR04;IJsselland;2020-05-18;0;1;13
VR04;IJsselland;2020-05-19;0;1;12
VR04;IJsselland;2020-05-20;0;1;11
VR04;IJsselland;2020-05-21;0;2;9
VR04;IJsselland;2020-05-22;0;0;9
VR04;IJsselland;2020-05-23;1;2;8
VR04;IJsselland;2020-05-24;0;1;7
VR04;IJsselland;2020-05-25;0;0;7
VR04;IJsselland;2020-05-26;0;0;7
VR04;IJsselland;2020-05-27;0;2;5
VR04;IJsselland;2020-05-28;0;1;4
VR04;IJsselland;2020-05-29;0;0;4
VR04;IJsselland;2020-05-30;0;0;4
VR04;IJsselland;2020-05-31;0;0;4
VR04;IJsselland;2020-06-01;0;0;4
VR04;IJsselland;2020-06-02;0;1;3
VR04;IJsselland;2020-06-03;0;0;3
VR04;IJsselland;2020-06-04;0;0;3
VR04;IJsselland;2020-06-05;0;0;3
VR04;IJsselland;2020-06-06;0;0;3
VR04;IJsselland;2020-06-07;0;0;3
VR04;IJsselland;2020-06-08;0;0;3
VR04;IJsselland;2020-06-09;0;0;3
VR04;IJsselland;2020-06-10;0;0;3
VR04;IJsselland;2020-06-11;0;0;3
VR04;IJsselland;2020-06-12;0;1;2
VR04;IJsselland;2020-06-13;0;0;2
VR04;IJsselland;2020-06-14;0;0;2
VR04;IJsselland;2020-06-15;0;0;2
VR04;IJsselland;2020-06-16;0;1;1
VR04;IJsselland;2020-06-17;0;0;1
VR04;IJsselland;2020-06-18;0;0;1
VR04;IJsselland;2020-06-19;0;0;1
VR04;IJsselland;2020-06-20;0;0;1
VR04;IJsselland;2020-06-21;0;0;1
VR04;IJsselland;2020-06-22;0;0;1
VR04;IJsselland;2020-06-23;0;0;1
VR04;IJsselland;2020-06-24;0;0;1
VR04;IJsselland;2020-06-25;0;0;1
VR04;IJsselland;2020-06-26;0;0;1
VR04;IJsselland;2020-06-27;0;0;1
VR04;IJsselland;2020-06-28;0;0;1
VR04;IJsselland;2020-06-29;0;0;1
VR04;IJsselland;2020-06-30;0;0;1
VR04;IJsselland;2020-07-01;0;1;0
VR04;IJsselland;2020-07-02;0;0;0
VR04;IJsselland;2020-07-03;0;0;0
VR04;IJsselland;2020-07-04;0;0;0
VR04;IJsselland;2020-07-05;0;0;0
VR04;IJsselland;2020-07-06;0;0;0
VR04;IJsselland;2020-07-07;0;0;0
VR04;IJsselland;2020-07-08;0;0;0
VR04;IJsselland;2020-07-09;0;0;0
VR04;IJsselland;2020-07-10;0;0;0
VR04;IJsselland;2020-07-11;0;0;0
VR04;IJsselland;2020-07-12;0;0;0
VR04;IJsselland;2020-07-13;0;0;0
VR04;IJsselland;2020-07-14;0;0;0
VR04;IJsselland;2020-07-15;0;0;0
VR04;IJsselland;2020-07-16;0;0;0
VR04;IJsselland;2020-07-17;0;0;0
VR04;IJsselland;2020-07-18;0;0;0
VR04;IJsselland;2020-07-19;0;0;0
VR04;IJsselland;2020-07-20;0;0;0
VR04;IJsselland;2020-07-21;0;0;0
VR04;IJsselland;2020-07-22;0;0;0
VR04;IJsselland;2020-07-23;0;0;0
VR04;IJsselland;2020-07-24;0;0;0
VR04;IJsselland;2020-07-25;0;0;0
VR04;IJsselland;2020-07-26;0;0;0
VR04;IJsselland;2020-07-27;0;0;0
VR04;IJsselland;2020-07-28;0;0;0
VR04;IJsselland;2020-07-29;0;0;0
VR04;IJsselland;2020-07-30;0;0;0
VR04;IJsselland;2020-07-31;0;0;0
VR04;IJsselland;2020-08-01;0;0;0
VR04;IJsselland;2020-08-02;0;0;0
VR04;IJsselland;2020-08-03;0;0;0
VR04;IJsselland;2020-08-04;0;0;0
VR04;IJsselland;2020-08-05;0;0;0
VR04;IJsselland;2020-08-06;0;0;0
VR04;IJsselland;2020-08-07;0;0;0
VR04;IJsselland;2020-08-08;0;0;0
VR04;IJsselland;2020-08-09;0;0;0
VR04;IJsselland;2020-08-10;0;0;0
VR04;IJsselland;2020-08-11;0;0;0
VR04;IJsselland;2020-08-12;0;0;0
VR04;IJsselland;2020-08-13;0;0;0
VR04;IJsselland;2020-08-14;0;0;0
VR04;IJsselland;2020-08-15;0;0;0
VR04;IJsselland;2020-08-16;0;0;0
VR04;IJsselland;2020-08-17;0;0;0
VR04;IJsselland;2020-08-18;0;0;0
VR04;IJsselland;2020-08-19;0;0;0
VR04;IJsselland;2020-08-20;0;0;0
VR04;IJsselland;2020-08-21;0;0;0
VR04;IJsselland;2020-08-22;0;0;0
VR04;IJsselland;2020-08-23;0;0;0
VR04;IJsselland;2020-08-24;0;0;0
VR04;IJsselland;2020-08-25;0;0;0
VR04;IJsselland;2020-08-26;0;0;0
VR04;IJsselland;2020-08-27;0;0;0
VR04;IJsselland;2020-08-28;0;0;0
VR04;IJsselland;2020-08-29;0;0;0
VR04;IJsselland;2020-08-30;0;0;0
VR04;IJsselland;2020-08-31;0;0;0
VR04;IJsselland;2020-09-01;0;0;0
VR04;IJsselland;2020-09-02;0;0;0
VR04;IJsselland;2020-09-03;0;0;0
VR04;IJsselland;2020-09-04;0;0;0
VR04;IJsselland;2020-09-05;0;0;0
VR04;IJsselland;2020-09-06;0;0;0
VR04;IJsselland;2020-09-07;0;0;0
VR04;IJsselland;2020-09-08;1;0;1
VR04;IJsselland;2020-09-09;0;0;1
VR04;IJsselland;2020-09-10;0;0;1
VR04;IJsselland;2020-09-11;0;0;1
VR04;IJsselland;2020-09-12;0;0;1
VR04;IJsselland;2020-09-13;0;0;1
VR04;IJsselland;2020-09-14;0;0;1
VR04;IJsselland;2020-09-15;0;0;1
VR04;IJsselland;2020-09-16;0;0;1
VR04;IJsselland;2020-09-17;0;0;1
VR04;IJsselland;2020-09-18;0;0;1
VR04;IJsselland;2020-09-19;0;0;1
VR04;IJsselland;2020-09-20;0;0;1
VR04;IJsselland;2020-09-21;0;0;1
VR04;IJsselland;2020-09-22;0;0;1
VR04;IJsselland;2020-09-23;0;0;1
VR04;IJsselland;2020-09-24;2;0;3
VR04;IJsselland;2020-09-25;0;0;3
VR04;IJsselland;2020-09-26;0;0;3
VR04;IJsselland;2020-09-27;0;0;3
VR04;IJsselland;2020-09-28;0;0;3
VR04;IJsselland;2020-09-29;0;0;3
VR04;IJsselland;2020-09-30;0;0;3
VR04;IJsselland;2020-10-01;0;0;3
VR04;IJsselland;2020-10-02;0;0;3
VR04;IJsselland;2020-10-03;0;0;3
VR04;IJsselland;2020-10-04;0;0;3
VR04;IJsselland;2020-10-05;0;0;3
VR04;IJsselland;2020-10-06;0;1;2
VR04;IJsselland;2020-10-07;0;0;2
VR04;IJsselland;2020-10-08;0;0;2
VR04;IJsselland;2020-10-09;0;0;2
VR04;IJsselland;2020-10-10;0;0;2
VR04;IJsselland;2020-10-11;1;0;3
VR04;IJsselland;2020-10-12;0;0;3
VR04;IJsselland;2020-10-13;1;0;4
VR04;IJsselland;2020-10-14;2;0;6
VR05;Twente;2020-02-28;0;0;0
VR05;Twente;2020-02-29;0;0;0
VR05;Twente;2020-03-01;0;0;0
VR05;Twente;2020-03-02;0;0;0
VR05;Twente;2020-03-03;0;0;0
VR05;Twente;2020-03-04;0;0;0
VR05;Twente;2020-03-05;0;0;0
VR05;Twente;2020-03-06;0;0;0
VR05;Twente;2020-03-07;0;0;0
VR05;Twente;2020-03-08;0;0;0
VR05;Twente;2020-03-09;0;0;0
VR05;Twente;2020-03-10;0;0;0
VR05;Twente;2020-03-11;0;0;0
VR05;Twente;2020-03-12;0;0;0
VR05;Twente;2020-03-13;0;0;0
VR05;Twente;2020-03-14;0;0;0
VR05;Twente;2020-03-15;0;0;0
VR05;Twente;2020-03-16;0;0;0
VR05;Twente;2020-03-17;0;0;0
VR05;Twente;2020-03-18;0;0;0
VR05;Twente;2020-03-19;3;0;3
VR05;Twente;2020-03-20;1;0;4
VR05;Twente;2020-03-21;2;0;6
VR05;Twente;2020-03-22;0;0;6
VR05;Twente;2020-03-23;2;0;8
VR05;Twente;2020-03-24;0;0;8
VR05;Twente;2020-03-25;2;0;10
VR05;Twente;2020-03-26;4;0;14
VR05;Twente;2020-03-27;3;0;17
VR05;Twente;2020-03-28;1;0;18
VR05;Twente;2020-03-29;2;0;20
VR05;Twente;2020-03-30;2;0;22
VR05;Twente;2020-03-31;1;0;23
VR05;Twente;2020-04-01;1;0;24
VR05;Twente;2020-04-02;2;0;26
VR05;Twente;2020-04-03;2;0;28
VR05;Twente;2020-04-04;3;0;31
VR05;Twente;2020-04-05;3;0;34
VR05;Twente;2020-04-06;0;0;34
VR05;Twente;2020-04-07;1;0;35
VR05;Twente;2020-04-08;2;0;37
VR05;Twente;2020-04-09;0;0;37
VR05;Twente;2020-04-10;5;0;42
VR05;Twente;2020-04-11;0;0;42
VR05;Twente;2020-04-12;0;0;42
VR05;Twente;2020-04-13;0;0;42
VR05;Twente;2020-04-14;0;1;41
VR05;Twente;2020-04-15;0;0;41
VR05;Twente;2020-04-16;0;2;39
VR05;Twente;2020-04-17;0;0;39
VR05;Twente;2020-04-18;0;1;38
VR05;Twente;2020-04-19;0;0;38
VR05;Twente;2020-04-20;0;1;37
VR05;Twente;2020-04-21;1;3;35
VR05;Twente;2020-04-22;1;5;31
VR05;Twente;2020-04-23;0;0;31
VR05;Twente;2020-04-24;0;0;31
VR05;Twente;2020-04-25;0;2;29
VR05;Twente;2020-04-26;0;3;26
VR05;Twente;2020-04-27;0;1;25
VR05;Twente;2020-04-28;0;0;25
VR05;Twente;2020-04-29;0;2;23
VR05;Twente;2020-04-30;0;1;22
VR05;Twente;2020-05-01;0;2;20
VR05;Twente;2020-05-02;1;1;20
VR05;Twente;2020-05-03;1;4;17
VR05;Twente;2020-05-04;0;0;17
VR05;Twente;2020-05-05;0;1;16
VR05;Twente;2020-05-06;0;0;16
VR05;Twente;2020-05-07;0;2;14
VR05;Twente;2020-05-08;1;0;15
VR05;Twente;2020-05-09;0;1;14
VR05;Twente;2020-05-10;0;0;14
VR05;Twente;2020-05-11;0;0;14
VR05;Twente;2020-05-12;0;1;13
VR05;Twente;2020-05-13;0;0;13
VR05;Twente;2020-05-14;0;3;10
VR05;Twente;2020-05-15;0;0;10
VR05;Twente;2020-05-16;0;0;10
VR05;Twente;2020-05-17;1;2;9
VR05;Twente;2020-05-18;0;0;9
VR05;Twente;2020-05-19;0;0;9
VR05;Twente;2020-05-20;0;1;8
VR05;Twente;2020-05-21;0;1;7
VR05;Twente;2020-05-22;0;0;7
VR05;Twente;2020-05-23;0;0;7
VR05;Twente;2020-05-24;0;0;7
VR05;Twente;2020-05-25;0;0;7
VR05;Twente;2020-05-26;0;1;6
VR05;Twente;2020-05-27;0;0;6
VR05;Twente;2020-05-28;0;1;5
VR05;Twente;2020-05-29;0;1;4
VR05;Twente;2020-05-30;0;0;4
VR05;Twente;2020-05-31;0;0;4
VR05;Twente;2020-06-01;0;0;4
VR05;Twente;2020-06-02;0;0;4
VR05;Twente;2020-06-03;0;0;4
VR05;Twente;2020-06-04;0;0;4
VR05;Twente;2020-06-05;0;0;4
VR05;Twente;2020-06-06;0;0;4
VR05;Twente;2020-06-07;0;0;4
VR05;Twente;2020-06-08;0;0;4
VR05;Twente;2020-06-09;0;2;2
VR05;Twente;2020-06-10;0;2;0
VR05;Twente;2020-06-11;0;0;0
VR05;Twente;2020-06-12;0;0;0
VR05;Twente;2020-06-13;0;0;0
VR05;Twente;2020-06-14;0;0;0
VR05;Twente;2020-06-15;0;0;0
VR05;Twente;2020-06-16;0;0;0
VR05;Twente;2020-06-17;0;0;0
VR05;Twente;2020-06-18;0;0;0
VR05;Twente;2020-06-19;0;0;0
VR05;Twente;2020-06-20;1;0;1
VR05;Twente;2020-06-21;0;0;1
VR05;Twente;2020-06-22;0;0;1
VR05;Twente;2020-06-23;0;0;1
VR05;Twente;2020-06-24;0;0;1
VR05;Twente;2020-06-25;0;0;1
VR05;Twente;2020-06-26;0;0;1
VR05;Twente;2020-06-27;0;0;1
VR05;Twente;2020-06-28;0;0;1
VR05;Twente;2020-06-29;0;0;1
VR05;Twente;2020-06-30;0;0;1
VR05;Twente;2020-07-01;0;0;1
VR05;Twente;2020-07-02;0;0;1
VR05;Twente;2020-07-03;0;0;1
VR05;Twente;2020-07-04;0;0;1
VR05;Twente;2020-07-05;0;0;1
VR05;Twente;2020-07-06;0;0;1
VR05;Twente;2020-07-07;0;0;1
VR05;Twente;2020-07-08;0;0;1
VR05;Twente;2020-07-09;0;0;1
VR05;Twente;2020-07-10;0;0;1
VR05;Twente;2020-07-11;0;0;1
VR05;Twente;2020-07-12;0;0;1
VR05;Twente;2020-07-13;0;1;0
VR05;Twente;2020-07-14;0;0;0
VR05;Twente;2020-07-15;0;0;0
VR05;Twente;2020-07-16;0;0;0
VR05;Twente;2020-07-17;0;0;0
VR05;Twente;2020-07-18;0;0;0
VR05;Twente;2020-07-19;0;0;0
VR05;Twente;2020-07-20;0;0;0
VR05;Twente;2020-07-21;0;0;0
VR05;Twente;2020-07-22;0;0;0
VR05;Twente;2020-07-23;0;0;0
VR05;Twente;2020-07-24;0;0;0
VR05;Twente;2020-07-25;0;0;0
VR05;Twente;2020-07-26;0;0;0
VR05;Twente;2020-07-27;0;0;0
VR05;Twente;2020-07-28;0;0;0
VR05;Twente;2020-07-29;0;0;0
VR05;Twente;2020-07-30;0;0;0
VR05;Twente;2020-07-31;0;0;0
VR05;Twente;2020-08-01;0;0;0
VR05;Twente;2020-08-02;0;0;0
VR05;Twente;2020-08-03;0;0;0
VR05;Twente;2020-08-04;0;0;0
VR05;Twente;2020-08-05;0;0;0
VR05;Twente;2020-08-06;0;0;0
VR05;Twente;2020-08-07;0;0;0
VR05;Twente;2020-08-08;0;0;0
VR05;Twente;2020-08-09;0;0;0
VR05;Twente;2020-08-10;0;0;0
VR05;Twente;2020-08-11;0;0;0
VR05;Twente;2020-08-12;0;0;0
VR05;Twente;2020-08-13;0;0;0
VR05;Twente;2020-08-14;0;0;0
VR05;Twente;2020-08-15;0;0;0
VR05;Twente;2020-08-16;0;0;0
VR05;Twente;2020-08-17;0;0;0
VR05;Twente;2020-08-18;0;0;0
VR05;Twente;2020-08-19;0;0;0
VR05;Twente;2020-08-20;0;0;0
VR05;Twente;2020-08-21;0;0;0
VR05;Twente;2020-08-22;0;0;0
VR05;Twente;2020-08-23;0;0;0
VR05;Twente;2020-08-24;0;0;0
VR05;Twente;2020-08-25;0;0;0
VR05;Twente;2020-08-26;0;0;0
VR05;Twente;2020-08-27;0;0;0
VR05;Twente;2020-08-28;0;0;0
VR05;Twente;2020-08-29;0;0;0
VR05;Twente;2020-08-30;0;0;0
VR05;Twente;2020-08-31;0;0;0
VR05;Twente;2020-09-01;0;0;0
VR05;Twente;2020-09-02;0;0;0
VR05;Twente;2020-09-03;0;0;0
VR05;Twente;2020-09-04;0;0;0
VR05;Twente;2020-09-05;0;0;0
VR05;Twente;2020-09-06;0;0;0
VR05;Twente;2020-09-07;0;0;0
VR05;Twente;2020-09-08;0;0;0
VR05;Twente;2020-09-09;0;0;0
VR05;Twente;2020-09-10;0;0;0
VR05;Twente;2020-09-11;0;0;0
VR05;Twente;2020-09-12;0;0;0
VR05;Twente;2020-09-13;0;0;0
VR05;Twente;2020-09-14;0;0;0
VR05;Twente;2020-09-15;0;0;0
VR05;Twente;2020-09-16;0;0;0
VR05;Twente;2020-09-17;0;0;0
VR05;Twente;2020-09-18;0;0;0
VR05;Twente;2020-09-19;0;0;0
VR05;Twente;2020-09-20;0;0;0
VR05;Twente;2020-09-21;0;0;0
VR05;Twente;2020-09-22;0;0;0
VR05;Twente;2020-09-23;0;0;0
VR05;Twente;2020-09-24;1;0;1
VR05;Twente;2020-09-25;0;0;1
VR05;Twente;2020-09-26;0;0;1
VR05;Twente;2020-09-27;0;0;1
VR05;Twente;2020-09-28;0;0;1
VR05;Twente;2020-09-29;1;0;2
VR05;Twente;2020-09-30;0;0;2
VR05;Twente;2020-10-01;1;0;3
VR05;Twente;2020-10-02;0;0;3
VR05;Twente;2020-10-03;2;0;5
VR05;Twente;2020-10-04;2;0;7
VR05;Twente;2020-10-05;1;0;8
VR05;Twente;2020-10-06;0;0;8
VR05;Twente;2020-10-07;0;0;8
VR05;Twente;2020-10-08;1;0;9
VR05;Twente;2020-10-09;0;0;9
VR05;Twente;2020-10-10;1;0;10
VR05;Twente;2020-10-11;0;0;10
VR05;Twente;2020-10-12;2;0;12
VR05;Twente;2020-10-13;1;0;13
VR05;Twente;2020-10-14;1;0;14
VR06;Noord- en Oost-Gelderland;2020-02-28;0;0;0
VR06;Noord- en Oost-Gelderland;2020-02-29;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-01;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-02;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-03;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-04;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-05;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-06;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-07;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-08;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-09;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-10;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-11;0;0;0
VR06;Noord- en Oost-Gelderland;2020-03-12;1;0;1
VR06;Noord- en Oost-Gelderland;2020-03-13;0;0;1
VR06;Noord- en Oost-Gelderland;2020-03-14;0;0;1
VR06;Noord- en Oost-Gelderland;2020-03-15;0;0;1
VR06;Noord- en Oost-Gelderland;2020-03-16;0;0;1
VR06;Noord- en Oost-Gelderland;2020-03-17;0;0;1
VR06;Noord- en Oost-Gelderland;2020-03-18;1;0;2
VR06;Noord- en Oost-Gelderland;2020-03-19;1;0;3
VR06;Noord- en Oost-Gelderland;2020-03-20;1;0;4
VR06;Noord- en Oost-Gelderland;2020-03-21;2;0;6
VR06;Noord- en Oost-Gelderland;2020-03-22;0;0;6
VR06;Noord- en Oost-Gelderland;2020-03-23;1;0;7
VR06;Noord- en Oost-Gelderland;2020-03-24;3;0;10
VR06;Noord- en Oost-Gelderland;2020-03-25;4;0;14
VR06;Noord- en Oost-Gelderland;2020-03-26;4;0;18
VR06;Noord- en Oost-Gelderland;2020-03-27;4;0;22
VR06;Noord- en Oost-Gelderland;2020-03-28;2;0;24
VR06;Noord- en Oost-Gelderland;2020-03-29;8;0;32
VR06;Noord- en Oost-Gelderland;2020-03-30;2;0;34
VR06;Noord- en Oost-Gelderland;2020-03-31;1;0;35
VR06;Noord- en Oost-Gelderland;2020-04-01;1;0;36
VR06;Noord- en Oost-Gelderland;2020-04-02;3;0;39
VR06;Noord- en Oost-Gelderland;2020-04-03;2;0;41
VR06;Noord- en Oost-Gelderland;2020-04-04;3;0;44
VR06;Noord- en Oost-Gelderland;2020-04-05;2;0;46
VR06;Noord- en Oost-Gelderland;2020-04-06;2;0;48
VR06;Noord- en Oost-Gelderland;2020-04-07;0;0;48
VR06;Noord- en Oost-Gelderland;2020-04-08;0;2;46
VR06;Noord- en Oost-Gelderland;2020-04-09;2;0;48
VR06;Noord- en Oost-Gelderland;2020-04-10;4;0;52
VR06;Noord- en Oost-Gelderland;2020-04-11;0;1;51
VR06;Noord- en Oost-Gelderland;2020-04-12;2;0;53
VR06;Noord- en Oost-Gelderland;2020-04-13;1;1;53
VR06;Noord- en Oost-Gelderland;2020-04-14;0;0;53
VR06;Noord- en Oost-Gelderland;2020-04-15;0;1;52
VR06;Noord- en Oost-Gelderland;2020-04-16;2;1;53
VR06;Noord- en Oost-Gelderland;2020-04-17;0;3;50
VR06;Noord- en Oost-Gelderland;2020-04-18;0;1;49
VR06;Noord- en Oost-Gelderland;2020-04-19;1;0;50
VR06;Noord- en Oost-Gelderland;2020-04-20;0;1;49
VR06;Noord- en Oost-Gelderland;2020-04-21;0;1;48
VR06;Noord- en Oost-Gelderland;2020-04-22;2;0;50
VR06;Noord- en Oost-Gelderland;2020-04-23;1;2;49
VR06;Noord- en Oost-Gelderland;2020-04-24;0;0;49
VR06;Noord- en Oost-Gelderland;2020-04-25;1;3;47
VR06;Noord- en Oost-Gelderland;2020-04-26;0;1;46
VR06;Noord- en Oost-Gelderland;2020-04-27;0;0;46
VR06;Noord- en Oost-Gelderland;2020-04-28;1;2;45
VR06;Noord- en Oost-Gelderland;2020-04-29;0;3;42
